ud,s_ir,h_ir,m_t,a_t
2022-01-17 16:45:00,43.0,45.0,3.1,3.6
2022-01-17 16:40:00,48.0,49.0,3.8,3.4
2022-01-17 16:35:00,83.0,70.0,5.0,4.4
2022-01-17 16:30:00,147.0,107.0,6.5,4.5
2022-01-17 16:25:00,206.0,144.0,7.5,5.6
2022-01-17 16:20:00,243.0,171.0,8.3,6.4
2022-01-17 16:15:00,266.0,197.0,8.5,6.7
2022-01-17 16:10:00,275.0,209.0,7.6,6.3
2022-01-17 16:05:00,186.0,172.0,5.6,4.5
2022-01-17 16:00:00,80.0,95.0,4.7,3.9
2022-01-17 15:55:00,107.0,126.0,4.9,4.5
2022-01-17 15:50:00,111.0,129.0,4.9,4.0
2022-01-17 15:45:00,97.0,116.0,4.9,3.7
2022-01-17 15:40:00,130.0,150.0,5.3,4.5
2022-01-17 15:35:00,146.0,164.0,5.4,4.1
2022-01-17 15:30:00,179.0,190.0,6.0,4.6
2022-01-17 15:25:00,171.0,198.0,6.0,4.4
2022-01-17 15:20:00,164.0,188.0,6.3,4.7
2022-01-17 15:15:00,277.0,240.0,7.8,5.6
2022-01-17 15:10:00,199.0,187.0,7.2,4.8
2022-01-17 15:05:00,212.0,209.0,8.2,5.7
2022-01-17 15:00:00,227.0,224.0,9.6,6.2
2022-01-17 14:55:00,329.0,289.0,11.2,7.0
2022-01-17 14:50:00,355.0,307.0,10.9,6.5
2022-01-17 14:45:00,471.0,378.0,12.0,7.5
2022-01-17 14:40:00,294.0,274.0,10.1,6.1
2022-01-17 14:35:00,436.0,368.0,11.8,7.4
2022-01-17 14:30:00,480.0,417.0,10.0,7.0
2022-01-17 14:25:00,307.0,296.0,7.0,5.4
2022-01-17 14:20:00,112.0,133.0,6.5,4.5
2022-01-17 14:15:00,183.0,197.0,8.8,5.5
2022-01-17 14:10:00,210.0,223.0,10.1,6.1
2022-01-17 14:05:00,394.0,340.0,13.4,7.0
2022-01-17 14:00:00,516.0,404.0,14.9,8.2
2022-01-17 13:55:00,582.0,436.0,15.2,9.0
2022-01-17 13:50:00,542.0,405.0,14.4,8.2
2022-01-17 13:45:00,431.0,334.0,14.8,7.6
2022-01-17 13:40:00,307.0,255.0,16.7,8.1
2022-01-17 13:35:00,399.0,323.0,18.1,8.4
2022-01-17 13:30:00,496.0,400.0,22.8,9.6
2022-01-17 13:25:00,722.0,580.0,22.2,11.0
2022-01-17 13:20:00,664.0,501.0,17.2,8.6
2022-01-17 13:15:00,553.0,452.0,13.2,7.7
2022-01-17 13:10:00,281.0,271.0,7.8,4.4
2022-01-17 13:05:00,252.0,273.0,7.2,4.3
2022-01-17 13:00:00,122.0,137.0,6.4,3.5
2022-01-17 12:55:00,170.0,174.0,8.0,4.5
2022-01-17 12:50:00,200.0,216.0,8.0,4.8
2022-01-17 12:45:00,201.0,229.0,7.8,4.8
2022-01-17 12:40:00,154.0,189.0,6.7,4.1
2022-01-17 12:35:00,161.0,185.0,6.8,4.0
2022-01-17 12:30:00,214.0,249.0,7.2,4.3
2022-01-17 12:25:00,173.0,206.0,6.7,4.0
2022-01-17 12:20:00,161.0,197.0,6.4,3.6
2022-01-17 12:15:00,165.0,203.0,6.4,3.9
2022-01-17 12:10:00,164.0,192.0,7.7,3.6
2022-01-17 12:05:00,202.0,221.0,9.6,4.0
2022-01-17 12:00:00,273.0,287.0,13.0,4.7
2022-01-17 11:55:00,250.0,266.0,18.9,5.9
2022-01-17 11:50:00,491.0,412.0,25.0,7.9
2022-01-17 11:45:00,641.0,483.0,25.8,8.0
2022-01-17 11:40:00,674.0,472.0,24.5,6.8
2022-01-17 11:35:00,663.0,463.0,23.5,6.2
2022-01-17 11:30:00,511.0,362.0,21.5,6.1
2022-01-17 11:25:00,580.0,410.0,22.0,5.1
2022-01-17 11:20:00,514.0,374.0,22.3,5.1
2022-01-17 11:15:00,603.0,435.0,22.9,5.0
2022-01-17 11:10:00,663.0,474.0,20.7,5.6
2022-01-17 11:05:00,671.0,471.0,17.2,4.8
2022-01-17 11:00:00,436.0,319.0,12.9,3.5
2022-01-17 10:55:00,241.0,205.0,11.8,3.5
2022-01-17 10:50:00,288.0,248.0,13.5,3.7
2022-01-17 10:45:00,457.0,371.0,14.2,4.2
2022-01-17 10:40:00,380.0,324.0,12.8,3.5
2022-01-17 10:35:00,342.0,298.0,11.7,3.3
2022-01-17 10:30:00,276.0,247.0,10.7,3.2
2022-01-17 10:25:00,353.0,290.0,10.7,2.9
2022-01-17 10:20:00,189.0,198.0,10.5,3.3
2022-01-17 10:15:00,226.0,217.0,12.6,2.9
2022-01-17 10:10:00,333.0,271.0,14.3,3.5
2022-01-17 10:05:00,397.0,306.0,14.6,2.8
2022-01-17 10:00:00,472.0,328.0,13.2,2.0
2022-01-17 09:55:00,260.0,187.0,10.5,1.3
2022-01-17 09:50:00,410.0,285.0,11.2,1.2
2022-01-17 09:45:00,344.0,224.0,9.3,0.6
2022-01-17 09:40:00,314.0,200.0,8.9,0.4
2022-01-17 09:35:00,389.0,246.0,8.2,0.1
2022-01-17 09:30:00,285.0,186.0,6.5,-0.2
2022-01-17 09:25:00,216.0,144.0,4.9,-1.0
2022-01-17 09:20:00,215.0,143.0,4.1,-0.7
2022-01-17 09:15:00,227.0,145.0,2.7,-1.6
2022-01-17 09:10:00,200.0,135.0,0.3,-1.7
2022-01-17 09:05:00,95.0,84.0,-1.2,-1.7
2022-01-17 09:00:00,88.0,83.0,-1.6,-2.2
2022-01-17 08:55:00,90.0,83.0,-2.1,-2.2
2022-01-17 08:50:00,95.0,83.0,-2.9,-3.2
2022-01-17 08:45:00,74.0,66.0,-3.7,-3.5
2022-01-17 08:40:00,61.0,61.0,-4.4,-3.4
2022-01-17 08:35:00,49.0,49.0,-5.3,-4.7
2022-01-17 08:30:00,38.0,36.0,-5.7,-5.0
2022-01-17 08:25:00,39.0,35.0,-6.0,-4.7
2022-01-17 08:20:00,35.0,32.0,-6.4,-5.6
2022-01-17 08:15:00,28.0,25.0,-6.8,-5.7
2022-01-17 08:10:00,25.0,22.0,-7.1,-5.4
2022-01-17 08:05:00,19.0,17.0,-7.5,-6.5
2022-01-17 08:00:00,14.0,13.0,-7.8,-6.3
2022-01-17 07:55:00,10.0,9.0,-7.9,-6.2
2022-01-17 07:50:00,4.0,4.0,-7.9,-5.2
2022-01-17 07:45:00,2.0,2.0,-7.9,-5.3
2022-01-17 07:40:00,1.0,1.0,-7.9,-5.3
2022-01-17 07:35:00,1.0,1.0,-7.8,-6.0
2022-01-17 07:30:00,0.0,0.0,-7.7,-5.5
2022-01-17 07:25:00,0.0,0.0,-7.6,-6.2
2022-01-17 07:20:00,0.0,0.0,-7.3,-4.7
2022-01-17 07:15:00,0.0,0.0,-7.0,-5.0
2022-01-17 07:10:00,0.0,0.0,-6.8,-4.9
2022-01-17 07:05:00,0.0,0.0,-7.0,-4.4
2022-01-17 07:00:00,0.0,0.0,-6.7,-4.5
2022-01-17 06:55:00,0.0,0.0,-6.2,-4.0
2022-01-17 06:50:00,0.0,0.0,-5.8,-4.3
2022-01-17 06:45:00,0.0,0.0,-5.1,-4.0
2022-01-17 06:40:00,0.0,0.0,-4.5,-3.0
2022-01-17 06:35:00,0.0,0.0,-4.3,-2.9
2022-01-17 06:30:00,0.0,0.0,-3.8,-2.6
2022-01-17 06:25:00,0.0,0.0,-3.5,-2.9
2022-01-17 06:20:00,0.0,0.0,-3.6,-2.4
2022-01-17 06:15:00,0.0,0.0,-3.8,-3.1
2022-01-17 06:10:00,0.0,0.0,-3.8,-2.8
2022-01-17 06:05:00,0.0,0.0,-3.9,-2.6
2022-01-17 06:00:00,0.0,0.0,-4.1,-2.9
2022-01-17 05:55:00,0.0,0.0,-4.3,-3.5
2022-01-17 05:50:00,0.0,0.0,-4.4,-3.6
2022-01-17 05:45:00,0.0,0.0,-4.5,-3.0
2022-01-17 05:40:00,0.0,0.0,-4.7,-3.9
2022-01-17 05:35:00,0.0,0.0,-4.9,-4.0
2022-01-17 05:30:00,0.0,0.0,-5.2,-4.1
2022-01-17 05:25:00,0.0,0.0,-5.5,-4.3
2022-01-17 05:20:00,0.0,0.0,-5.9,-3.9
2022-01-17 05:15:00,0.0,0.0,-6.1,-4.0
2022-01-17 05:10:00,0.0,0.0,-6.0,-4.4
2022-01-17 05:05:00,0.0,0.0,-5.7,-3.8
2022-01-17 05:00:00,0.0,0.0,-5.5,-4.3
2022-01-17 04:55:00,0.0,0.0,-5.8,-4.7
2022-01-17 04:50:00,0.0,0.0,-6.1,-4.7
2022-01-17 04:45:00,0.0,0.0,-5.9,-4.5
2022-01-17 04:40:00,0.0,0.0,-5.7,-4.3
2022-01-17 04:35:00,0.0,0.0,-5.9,-5.0
2022-01-17 04:30:00,0.0,0.0,-6.5,-5.5
2022-01-17 04:25:00,0.0,0.0,-7.1,-5.2
2022-01-17 04:20:00,0.0,0.0,-7.6,-5.3
2022-01-17 04:15:00,0.0,0.0,-7.8,-5.2
2022-01-17 04:10:00,0.0,0.0,-7.8,-5.7
2022-01-17 04:05:00,0.0,0.0,-7.6,-6.0
2022-01-17 04:00:00,0.0,0.0,-7.3,-5.4
2022-01-17 03:55:00,0.0,0.0,-7.1,-5.5
2022-01-17 03:50:00,0.0,0.0,-6.9,-5.4
2022-01-17 03:45:00,0.0,0.0,-7.0,-5.1
2022-01-17 03:40:00,0.0,0.0,-7.2,-4.5
2022-01-17 03:35:00,0.0,0.0,-7.4,-4.9
2022-01-17 03:30:00,0.0,0.0,-7.3,-5.6
2022-01-17 03:25:00,0.0,0.0,-7.0,-4.8
2022-01-17 03:20:00,0.0,0.0,-6.8,-5.0
2022-01-17 03:15:00,0.0,0.0,-7.0,-5.2
2022-01-17 03:10:00,0.0,0.0,-7.1,-5.3
2022-01-17 03:05:00,0.0,0.0,-6.8,-5.2
2022-01-17 03:00:00,0.0,0.0,-6.8,-5.0
2022-01-17 02:55:00,0.0,0.0,-6.8,-4.6
2022-01-17 02:50:00,0.0,0.0,-6.5,-5.0
2022-01-17 02:45:00,0.0,0.0,-5.9,-4.3
2022-01-17 02:40:00,0.0,0.0,-5.3,-3.0
2022-01-17 02:35:00,0.0,0.0,-5.0,-2.9
2022-01-17 02:30:00,0.0,0.0,-5.1,-2.8
2022-01-17 02:25:00,0.0,0.0,-4.9,-3.2
2022-01-17 02:20:00,0.0,0.0,-4.7,-2.4
2022-01-17 02:15:00,0.0,0.0,-4.7,-2.9
2022-01-17 02:10:00,0.0,0.0,-4.7,-3.1
2022-01-17 02:05:00,0.0,0.0,-4.6,-3.0
2022-01-17 02:00:00,0.0,0.0,-4.3,-2.2
2022-01-17 01:55:00,0.0,0.0,-4.0,-1.9
2022-01-17 01:50:00,0.0,0.0,-4.1,-2.5
2022-01-17 01:45:00,0.0,0.0,-4.0,-2.4
2022-01-17 01:40:00,0.0,0.0,-3.9,-1.8
2022-01-17 01:35:00,0.0,0.0,-4.1,-1.9
2022-01-17 01:30:00,0.0,0.0,-4.5,-2.4
2022-01-17 01:25:00,0.0,0.0,-4.4,-2.8
2022-01-17 01:20:00,0.0,0.0,-4.2,-2.7
2022-01-17 01:15:00,0.0,0.0,-4.0,-2.2
2022-01-17 01:10:00,0.0,0.0,-3.5,-1.7
2022-01-17 01:05:00,0.0,0.0,-3.4,-2.1
2022-01-17 01:00:00,0.0,0.0,-3.5,-2.4
2022-01-17 00:55:00,0.0,0.0,-3.5,-2.1
2022-01-17 00:50:00,0.0,0.0,-3.6,-1.7
2022-01-17 00:45:00,0.0,0.0,-3.5,-1.5
2022-01-17 00:40:00,0.0,0.0,-3.3,-1.4
2022-01-17 00:35:00,0.0,0.0,-3.3,-1.3
2022-01-17 00:30:00,0.0,0.0,-3.3,-2.1
2022-01-17 00:25:00,0.0,0.0,-3.1,-1.2
2022-01-17 00:20:00,0.0,0.0,-3.1,-2.1
2022-01-17 00:15:00,0.0,0.0,-2.9,-1.2
2022-01-17 00:10:00,0.0,0.0,-2.9,-1.2
2022-01-17 00:00:00,0.0,0.0,-2.9,-1.6
