time,temperature
2022-01-22 13:00:00,7.33
2022-01-22 14:00:00,7.77
2022-01-22 15:00:00,7.85
2022-01-22 16:00:00,7.68
2022-01-22 17:00:00,7.38
2022-01-22 18:00:00,7.05
2022-01-22 19:00:00,6.66
2022-01-22 20:00:00,6.39
2022-01-22 21:00:00,6.06
2022-01-22 22:00:00,5.86
2022-01-22 23:00:00,5.65
2022-01-23 00:00:00,5.51
2022-01-23 01:00:00,5.32
2022-01-23 02:00:00,5.12
2022-01-23 03:00:00,4.88
2022-01-23 04:00:00,4.6
2022-01-23 05:00:00,4.29
2022-01-23 06:00:00,4.0
2022-01-23 07:00:00,3.59
2022-01-23 08:00:00,3.22
2022-01-23 09:00:00,3.19
2022-01-23 10:00:00,3.69
2022-01-23 11:00:00,4.51
2022-01-23 12:00:00,5.41
2022-01-23 13:00:00,6.27
2022-01-23 14:00:00,7.04
2022-01-23 15:00:00,7.45
2022-01-23 16:00:00,7.51
2022-01-23 17:00:00,7.2
2022-01-23 18:00:00,6.76
2022-01-23 19:00:00,6.21
2022-01-23 20:00:00,5.77
2022-01-23 21:00:00,5.32
2022-01-23 22:00:00,5.07
2022-01-23 23:00:00,4.87
2022-01-24 00:00:00,4.77
2022-01-24 01:00:00,4.65
2022-01-24 02:00:00,4.54
2022-01-24 03:00:00,4.41
2022-01-24 04:00:00,4.22
2022-01-24 05:00:00,4.03
2022-01-24 06:00:00,4.0
2022-01-24 07:00:00,4.05
2022-01-24 08:00:00,4.41
2022-01-24 09:00:00,4.99
2022-01-24 10:00:00,6.0
2022-01-24 11:00:00,6.99
2022-01-24 12:00:00,7.92
2022-01-24 13:00:00,8.58
2022-01-24 14:00:00,9.0
2022-01-24 15:00:00,9.11
2022-01-24 16:00:00,9.01
2022-01-24 17:00:00,8.76
2022-01-24 18:00:00,8.42
2022-01-24 19:00:00,7.95
2022-01-24 20:00:00,7.5
2022-01-24 21:00:00,6.99
2022-01-24 22:00:00,6.58
2022-01-24 23:00:00,6.18
2022-01-25 00:00:00,5.92
2022-01-25 01:00:00,5.69
2022-01-25 02:00:00,5.55
2022-01-25 03:00:00,5.39
2022-01-25 04:00:00,5.18
2022-01-25 05:00:00,4.9
2022-01-25 06:00:00,4.65
2022-01-25 07:00:00,4.4
2022-01-25 08:00:00,4.29
2022-01-25 09:00:00,4.22
2022-01-25 10:00:00,4.51
2022-01-25 11:00:00,4.91
2022-01-25 12:00:00,5.44
2022-01-25 13:00:00,5.78
2022-01-25 14:00:00,5.89
2022-01-25 15:00:00,5.75
2022-01-25 16:00:00,5.48
2022-01-25 17:00:00,5.12
2022-01-25 18:00:00,4.81
2022-01-25 19:00:00,4.51
2022-01-25 20:00:00,4.34
2022-01-25 21:00:00,4.2
2022-01-25 22:00:00,4.19
2022-01-25 23:00:00,4.08
2022-01-26 00:00:00,3.89
2022-01-26 01:00:00,3.57
2022-01-26 02:00:00,3.33
2022-01-26 03:00:00,3.12
2022-01-26 04:00:00,2.91
2022-01-26 05:00:00,2.64
2022-01-26 06:00:00,2.41
2022-01-26 07:00:00,2.09
2022-01-26 08:00:00,1.91
2022-01-26 09:00:00,1.88
2022-01-26 10:00:00,2.24
2022-01-26 11:00:00,2.72
2022-01-26 12:00:00,3.31
2022-01-26 13:00:00,3.75
2022-01-26 14:00:00,4.0
2022-01-26 15:00:00,3.94
2022-01-26 16:00:00,3.68
2022-01-26 17:00:00,3.13
2022-01-26 18:00:00,2.46
2022-01-26 19:00:00,1.73
2022-01-26 20:00:00,1.15
2022-01-26 21:00:00,0.59
